Departure Stop,Destination Stop,Departure Date Time,Arrival Date Time,Duration,Price,Departure Hour,Departure Day of the Week,Departure Month,Day in the Month,Departure Date,Arrival Date
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 07:45:00,2023-04-27 10:45:00,0 days 03:00:00,3.5,7,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 08:30:00,2023-04-27 11:30:00,0 days 03:00:00,3.5,8,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 09:10:00,2023-04-27 12:00:00,0 days 02:50:00,3.5,9,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 09:50:00,2023-04-27 12:40:00,0 days 02:50:00,3.9,9,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 10:30:00,2023-04-27 13:20:00,0 days 02:50:00,3.5,10,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 11:15:00,2023-04-27 14:15:00,0 days 03:00:00,3.5,11,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 12:00:00,2023-04-27 15:00:00,0 days 03:00:00,3.5,12,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 12:30:00,2023-04-27 15:10:00,0 days 02:40:00,5.9,12,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 13:00:00,2023-04-27 15:50:00,0 days 02:50:00,3.5,13,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 13:45:00,2023-04-27 16:50:00,0 days 03:05:00,3.5,13,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 14:30:00,2023-04-27 17:35:00,0 days 03:05:00,3.5,14,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 15:15:00,2023-04-27 18:20:00,0 days 03:05:00,3.5,15,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 16:00:00,2023-04-27 19:15:00,0 days 03:15:00,3.5,16,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 16:45:00,2023-04-27 19:50:00,0 days 03:05:00,3.5,16,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 17:30:00,2023-04-27 20:35:00,0 days 03:05:00,3.5,17,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 18:15:00,2023-04-27 21:20:00,0 days 03:05:00,3.5,18,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 19:00:00,2023-04-27 21:50:00,0 days 02:50:00,3.5,19,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 19:45:00,2023-04-27 22:40:00,0 days 02:55:00,3.5,19,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-27 20:45:00,2023-04-27 23:20:00,0 days 02:35:00,3.5,20,Thursday,April,27,2023-04-27,2023-04-27
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 00:55:00,2023-04-28 04:45:00,0 days 03:50:00,26.0,0,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 02:55:00,2023-04-28 06:20:00,0 days 03:25:00,26.0,2,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 03:40:00,2023-04-28 07:20:00,0 days 03:40:00,10.3,3,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 04:15:00,2023-04-28 06:50:00,0 days 02:35:00,5.9,4,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 05:00:00,2023-04-28 07:50:00,0 days 02:50:00,3.9,5,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 05:40:00,2023-04-28 08:50:00,0 days 03:10:00,3.9,5,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 06:10:00,2023-04-28 09:20:00,0 days 03:10:00,3.9,6,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 06:40:00,2023-04-28 09:50:00,0 days 03:10:00,3.9,6,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 07:15:00,2023-04-28 10:15:00,0 days 03:00:00,4.9,7,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 07:45:00,2023-04-28 10:45:00,0 days 03:00:00,5.9,7,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 08:30:00,2023-04-28 11:15:00,0 days 02:45:00,4.9,8,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 08:50:00,2023-04-28 11:50:00,0 days 03:00:00,3.9,8,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 09:30:00,2023-04-28 12:20:00,0 days 02:50:00,5.9,9,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 10:00:00,2023-04-28 12:50:00,0 days 02:50:00,5.9,10,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 10:30:00,2023-04-28 13:20:00,0 days 02:50:00,5.9,10,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 11:00:00,2023-04-28 14:00:00,0 days 03:00:00,4.9,11,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 11:30:00,2023-04-28 14:20:00,0 days 02:50:00,4.9,11,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 12:00:00,2023-04-28 14:50:00,0 days 02:50:00,4.9,12,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 12:35:00,2023-04-28 15:20:00,0 days 02:45:00,6.9,12,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 12:45:00,2023-04-28 15:45:00,0 days 03:00:00,4.9,12,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 13:15:00,2023-04-28 16:15:00,0 days 03:00:00,4.9,13,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 13:45:00,2023-04-28 16:35:00,0 days 02:50:00,3.9,13,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 14:15:00,2023-04-28 17:05:00,0 days 02:50:00,4.9,14,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 14:45:00,2023-04-28 17:50:00,0 days 03:05:00,3.9,14,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 15:15:00,2023-04-28 18:20:00,0 days 03:05:00,3.9,15,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 15:45:00,2023-04-28 18:50:00,0 days 03:05:00,3.9,15,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 16:15:00,2023-04-28 19:20:00,0 days 03:05:00,4.9,16,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 16:45:00,2023-04-28 19:50:00,0 days 03:05:00,5.9,16,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 17:05:00,2023-04-28 20:20:00,0 days 03:15:00,4.9,17,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 17:45:00,2023-04-28 20:50:00,0 days 03:05:00,4.9,17,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 18:30:00,2023-04-28 21:20:00,0 days 02:50:00,3.9,18,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 19:00:00,2023-04-28 21:50:00,0 days 02:50:00,3.9,19,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 19:30:00,2023-04-28 22:10:00,0 days 02:40:00,3.9,19,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 20:00:00,2023-04-28 22:45:00,0 days 02:45:00,3.9,20,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 20:30:00,2023-04-28 23:10:00,0 days 02:40:00,3.9,20,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-28 21:15:00,2023-04-28 23:50:00,0 days 02:35:00,4.9,21,Friday,April,28,2023-04-28,2023-04-28
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 00:55:00,2023-04-29 04:45:00,0 days 03:50:00,28.0,0,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 03:05:00,2023-04-29 06:20:00,0 days 03:15:00,26.0,3,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 04:05:00,2023-04-29 07:20:00,0 days 03:15:00,8.4,4,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 04:15:00,2023-04-29 06:50:00,0 days 02:35:00,5.9,4,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 05:15:00,2023-04-29 07:50:00,0 days 02:35:00,3.9,5,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 06:00:00,2023-04-29 08:40:00,0 days 02:40:00,3.9,6,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 06:30:00,2023-04-29 09:10:00,0 days 02:40:00,4.9,6,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 07:00:00,2023-04-29 09:40:00,0 days 02:40:00,4.9,7,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 07:30:00,2023-04-29 10:15:00,0 days 02:45:00,5.9,7,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 08:00:00,2023-04-29 10:45:00,0 days 02:45:00,5.9,8,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 08:30:00,2023-04-29 11:15:00,0 days 02:45:00,5.9,8,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 08:50:00,2023-04-29 11:50:00,0 days 03:00:00,5.9,8,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 09:30:00,2023-04-29 12:20:00,0 days 02:50:00,5.9,9,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 10:00:00,2023-04-29 12:50:00,0 days 02:50:00,5.9,10,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 10:30:00,2023-04-29 13:20:00,0 days 02:50:00,4.9,10,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 11:00:00,2023-04-29 14:00:00,0 days 03:00:00,5.9,11,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 11:30:00,2023-04-29 14:20:00,0 days 02:50:00,4.9,11,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 12:00:00,2023-04-29 14:50:00,0 days 02:50:00,4.9,12,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 12:30:00,2023-04-29 15:10:00,0 days 02:40:00,6.9,12,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 12:45:00,2023-04-29 15:45:00,0 days 03:00:00,3.9,12,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 13:15:00,2023-04-29 16:15:00,0 days 03:00:00,3.9,13,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 13:45:00,2023-04-29 16:35:00,0 days 02:50:00,3.9,13,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 14:15:00,2023-04-29 17:05:00,0 days 02:50:00,3.9,14,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 14:45:00,2023-04-29 17:35:00,0 days 02:50:00,3.9,14,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 15:15:00,2023-04-29 18:10:00,0 days 02:55:00,3.9,15,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 15:45:00,2023-04-29 18:35:00,0 days 02:50:00,3.9,15,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 16:15:00,2023-04-29 19:05:00,0 days 02:50:00,3.9,16,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 16:45:00,2023-04-29 19:35:00,0 days 02:50:00,3.9,16,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 17:15:00,2023-04-29 20:15:00,0 days 03:00:00,3.9,17,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 17:45:00,2023-04-29 20:50:00,0 days 03:05:00,3.9,17,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 18:30:00,2023-04-29 21:20:00,0 days 02:50:00,4.9,18,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 19:00:00,2023-04-29 21:50:00,0 days 02:50:00,3.9,19,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 19:30:00,2023-04-29 22:10:00,0 days 02:40:00,3.9,19,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 20:00:00,2023-04-29 22:45:00,0 days 02:45:00,3.9,20,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 20:30:00,2023-04-29 23:10:00,0 days 02:40:00,3.9,20,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-29 21:15:00,2023-04-29 23:50:00,0 days 02:35:00,3.9,21,Saturday,April,29,2023-04-29,2023-04-29
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 00:55:00,2023-04-30 04:45:00,0 days 03:50:00,28.0,0,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 03:05:00,2023-04-30 06:20:00,0 days 03:15:00,26.0,3,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 04:05:00,2023-04-30 07:20:00,0 days 03:15:00,6.9,4,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 04:15:00,2023-04-30 06:50:00,0 days 02:35:00,5.9,4,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 05:15:00,2023-04-30 07:50:00,0 days 02:35:00,3.9,5,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 06:00:00,2023-04-30 08:40:00,0 days 02:40:00,3.9,6,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 06:30:00,2023-04-30 09:10:00,0 days 02:40:00,3.9,6,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 07:00:00,2023-04-30 09:40:00,0 days 02:40:00,4.9,7,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 07:30:00,2023-04-30 10:15:00,0 days 02:45:00,4.9,7,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 08:00:00,2023-04-30 10:45:00,0 days 02:45:00,5.9,8,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 08:30:00,2023-04-30 11:15:00,0 days 02:45:00,4.9,8,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 08:50:00,2023-04-30 11:50:00,0 days 03:00:00,4.9,8,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 09:30:00,2023-04-30 12:20:00,0 days 02:50:00,3.9,9,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 10:00:00,2023-04-30 12:50:00,0 days 02:50:00,4.9,10,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 10:30:00,2023-04-30 13:20:00,0 days 02:50:00,4.9,10,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 11:00:00,2023-04-30 14:00:00,0 days 03:00:00,4.9,11,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 11:30:00,2023-04-30 14:20:00,0 days 02:50:00,4.9,11,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 12:00:00,2023-04-30 14:50:00,0 days 02:50:00,4.9,12,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 12:30:00,2023-04-30 15:10:00,0 days 02:40:00,5.9,12,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 12:45:00,2023-04-30 15:45:00,0 days 03:00:00,3.9,12,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 13:15:00,2023-04-30 16:15:00,0 days 03:00:00,4.9,13,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 13:45:00,2023-04-30 16:35:00,0 days 02:50:00,4.9,13,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 14:15:00,2023-04-30 17:05:00,0 days 02:50:00,4.9,14,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 14:45:00,2023-04-30 17:35:00,0 days 02:50:00,4.9,14,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 15:15:00,2023-04-30 18:10:00,0 days 02:55:00,4.9,15,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 15:45:00,2023-04-30 18:35:00,0 days 02:50:00,4.9,15,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 16:15:00,2023-04-30 19:05:00,0 days 02:50:00,4.9,16,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 16:45:00,2023-04-30 19:35:00,0 days 02:50:00,3.9,16,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 17:15:00,2023-04-30 20:15:00,0 days 03:00:00,3.9,17,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 17:45:00,2023-04-30 20:50:00,0 days 03:05:00,3.9,17,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 18:30:00,2023-04-30 21:20:00,0 days 02:50:00,4.9,18,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 19:00:00,2023-04-30 21:50:00,0 days 02:50:00,3.9,19,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 19:30:00,2023-04-30 22:10:00,0 days 02:40:00,3.9,19,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 20:00:00,2023-04-30 22:45:00,0 days 02:45:00,4.9,20,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 20:30:00,2023-04-30 23:10:00,0 days 02:40:00,3.9,20,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-04-30 21:15:00,2023-04-30 23:50:00,0 days 02:35:00,4.9,21,Sunday,April,30,2023-04-30,2023-04-30
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 00:55:00,2023-05-01 04:45:00,0 days 03:50:00,28.0,0,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 03:05:00,2023-05-01 06:20:00,0 days 03:15:00,28.0,3,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 04:05:00,2023-05-01 07:20:00,0 days 03:15:00,6.9,4,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 04:15:00,2023-05-01 06:50:00,0 days 02:35:00,6.9,4,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 05:15:00,2023-05-01 07:50:00,0 days 02:35:00,3.9,5,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 06:00:00,2023-05-01 08:40:00,0 days 02:40:00,3.9,6,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 06:30:00,2023-05-01 09:10:00,0 days 02:40:00,3.9,6,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 07:00:00,2023-05-01 09:40:00,0 days 02:40:00,3.9,7,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 07:30:00,2023-05-01 10:15:00,0 days 02:45:00,3.9,7,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 08:00:00,2023-05-01 10:45:00,0 days 02:45:00,3.9,8,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 08:30:00,2023-05-01 11:15:00,0 days 02:45:00,3.9,8,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 08:50:00,2023-05-01 11:50:00,0 days 03:00:00,3.9,8,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 09:30:00,2023-05-01 12:20:00,0 days 02:50:00,3.9,9,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 10:00:00,2023-05-01 12:50:00,0 days 02:50:00,3.9,10,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 10:30:00,2023-05-01 13:20:00,0 days 02:50:00,3.9,10,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 11:00:00,2023-05-01 14:00:00,0 days 03:00:00,3.9,11,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 11:30:00,2023-05-01 14:20:00,0 days 02:50:00,3.9,11,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 12:00:00,2023-05-01 14:50:00,0 days 02:50:00,3.9,12,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 12:30:00,2023-05-01 15:10:00,0 days 02:40:00,6.9,12,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 12:45:00,2023-05-01 15:45:00,0 days 03:00:00,3.9,12,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 13:15:00,2023-05-01 16:15:00,0 days 03:00:00,3.9,13,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 13:45:00,2023-05-01 16:35:00,0 days 02:50:00,3.9,13,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 14:15:00,2023-05-01 17:05:00,0 days 02:50:00,3.9,14,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 14:45:00,2023-05-01 17:35:00,0 days 02:50:00,3.9,14,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 15:15:00,2023-05-01 18:10:00,0 days 02:55:00,3.9,15,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 15:45:00,2023-05-01 18:35:00,0 days 02:50:00,3.9,15,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 16:15:00,2023-05-01 19:05:00,0 days 02:50:00,3.9,16,Monday,May,1,2023-05-01,2023-05-01
Bristol Bus And Coach Station,London Victoria Coach Station,2023-05-01 16:45:00,2023-05-01 19:35:00,0 days 02:50:00,3.9,16,Monday,May,1,2023-05-01,2023-05-01
